48394970,178,94.08104905301194
52215985,307,90.59406055574522
37446839,174,93.81333876179856
52349566,165,98.05893754967536
42348671,165,91.51582323351066
49841314,236,92.30483259030262
52607844,202,90.01989665447869
45758934,202,90.08023332566322
53017806,872,92.37892235645477
45473710,185,95.85205842786667
42638584,161,90.65663229689359
26387115,161,93.01169690325402
51346302,164,96.97264386950309
10499651,164,95.06386442171994
52938899,311,93.4814282361048
43856165,259,92.20548921811094
17316026,187,94.36392493783995
44834233,627,92.77298548625123
31395138,181,95.84382970052665
32361619,181,90.74809277836611
46891757,181,91.87739845820387
52989182,261,91.61032559892271
52905832,489,93.51337448809835
51292757,205,92.88272549216022
51148531,346,91.5842096176317
34633160,354,90.34717598595797
12050731,232,95.83745814483869
49286660,217,90.31669910182794
30669680,172,94.27115499229193
31588426,172,94.98704209376326
50079351,152,92.2233326174526
21155796,155,91.12234649274767
49452274,180,91.43507171271948
52574290,273,92.02363498152489
36484042,248,90.66249778072184
32038204,640,91.11172770531238
22129403,167,96.32261174090557
44441036,196,91.62268053255674
15365576,166,94.1516892505473
10967204,328,94.99365291702274
48431217,175,93.26130665749068
35353346,151,93.09714626968481
24936774,222,93.87619167032531
51812418,163,99.60874872684687
18625890,254,90.62089178030956
52824002,519,90.94842262477756
48192715,194,93.69090127413403
45450659,357,92.60416522896737
41867129,171,92.34360272756683
33887643,245,91.4898552355724
47914576,214,93.27221705525746
51712970,336,93.0172579276956
52231855,223,90.42563779162434
25789139,263,92.25192507107204
52500542,263,97.64775865800605
35653914,209,92.18810361303242
52228204,177,91.5644006433223
